"ID","ESP_NAME","ADDRESS","CITY","COUNTY","STATE","ZIPCODE","LATITUDE","LONGITUDE","ESP_SCORE"
605688,"WI034000001","145 Grand View Ct Apt 111","Algoma","Kewaunee","WI",54201,44.612964,-87.434331,92
605689,"AL152000010","2536 Twin Mnr","Northport","Tuscaloosa","AL",35476,33.227439,-87.583646,97
605697,"CA059000006","2215 Deborah Dr","Santa Clara","Santa Clara","CA",95050,37.362287,-121.962684,96
605702,"WI032000001","312 N Reese St","Greenwood","Clark","WI",54437,44.770477,-90.603563,87
605709,"TX128000001","6549 Osage Trl","Plano","Collin","TX",75023,33.062712,-96.730966,95
605715,"AL152000012","3408 18th St","Northport","Tuscaloosa","AL",35476,33.22956,-87.590112,98
605717,"WI051000001","801 W Stout St Apt 1","Chetek","Barron","WI",54728,45.316265,-91.657582,91
605722,"AL152000011","3202 31st St","Northport","Tuscaloosa","AL",35476,33.23791,-87.588778,100
605726,"WI059000001","240 S Church St Apt 1","Woodville","St. Croix","WI",54028,44.948954,-92.287883,94
605788,"IL001000007","1008 Division Ave","E St Louis","St. Clair","IL",62201,38.626523,-90.162234,23
605977,"AL157000013","802 Hobson St","Greensboro","Hale","AL",36744,32.70258,-87.606686,91
606006,"IL002164000","459 W Division St","Chicago","Cook","IL",60610,41.903574,-87.640474,92
606022,"MA022000003","630 Salem St","Malden","Middlesex","MA","02148",42.433241,-71.047434,86
606125,"VA007501006","1203 Wallace St","Richmond","Richmond City","VA",23220,37.541146,-77.457933,50
606602,"AL012000006","1000 Petree Cir","Jasper","Walker","AL",35501,33.827621,-87.285559,93
606607,"AL098000001","260 McCrory Ct SW","Aliceville","Pickens","AL",35442,33.12645,-88.164457,95
606610,"AL107000001","1105 Deal St","Elba","Coffee","AL",36323,31.435236,-86.077966,98
606618,"AL199000001","10A Boyd Cir","Valley","Chambers","AL",36854,32.79949,-85.19374,85
606623,"AR051000001","601 S Elm St","Clarksville","Johnson","AR",72830,35.464069,-93.471325,78
606628,"AR106000001","822 S Apple St","Beebe","White","AR",72012,35.066955,-91.873121,91
606630,"AR101000001","310 N 6th St Apt 101","Ozark","Franklin","AR",72949,35.489585,-93.830267,83
606654,"CA003000115","1089 26th St","Oakland","Alameda","CA",94607,37.818258,-122.281559,92
606660,"CA022000001","1104 Bailey Ave","Needles","San Bernardino","CA",92363,34.83485,-114.618515,77
606664,"GA241000001","610 First St Apt 3A","Mc Caysville","Fannin","GA",30555,34.976317,-84.370478,92
606673,"IL068000001","213 N East St","Norris City","White","IL",62869,37.981772,-88.323841,81
606675,"IL074000001","108 Bradfisch Dr","Grafton","Jersey","IL",62037,38.976003,-90.447437,89
606683,"KY054000001","63 Public Sq","Elizabethtown","Hardin","KY",42701,37.693294,-85.857628,76
606700,"NM088000002","440 E 8th St Unit 13","Cimarron","Colfax","NM",87714,36.512205,-104.913847,67
606746,"OH002000900","516 Griffith St","Youngstown","Mahoning","OH",44510,41.10984,-80.661776,95
606749,"OK041000001","200 Blk West D Street 206/208/210/212/214/216","Ringling","Jefferson","OK",73456,34.0943,-97.6412,90
606752,"OH066000001","4512 N State Route 376 NW Apt 111","McConnelsville","Morgan","OH",43756,39.668295,-81.860577,73
606765,"OK036000001","102 Chandler Drive","Cyril","Caddo","OK",73029,34.899304,-98.205831,84
606772,"RI021000001","45 Pemberton Ave","Jamestown","Newport","RI","02835",41.49864,-71.376689,95
606776,"SC024000001","260 Litchfield St","Barnwell","Barnwell","SC",29812,33.23688,-81.390606,90
606781,"PA064000001","32 S Minnequa Ave","Canton","Bradford","PA",17724,41.654149,-76.850247,93
606782,"OK040000001","1305 N 1st St Apt A","Sayre","Beckham","OK",73662,35.304618,-99.634809,78
606783,"RI022000001","20 Libby Ln","Warren","Bristol","RI","02885",41.725581,-71.269208,89
606784,"SC024000002","22 Cedar Ave","Denmark","Bamberg","SC",29042,33.327349,-81.144233,90
606791,"PA064000003","502 Church St Apt 311","Athens","Bradford","PA",18810,41.969266,-76.520745,92
606792,"SC024000006","180 Cantey Dr","Santee","Orangeburg","SC",29142,33.472423,-80.490452,94
606793,"RI024000001","146 1st Ave","East Greenwich","Kent","RI","02818",41.657448,-71.457715,94
606798,"TN001000050","590 Uptown Village Cir","Memphis","Shelby","TN",38107,35.157414,-90.036405,93
606802,"SC024000007","184 Walsh Dr Apt 7A181","Hardeeville","Jasper","SC",29927,32.277447,-81.066139,90
606811,"TX016000002","115 Glendale Dr","Del Rio","Val Verde","TX",78840,29.376082,-100.891271,86
606822,"SC056000007","1429 Orleans Rd","Charleston","Charleston","SC",29407,32.804485,-80.029771,80
606831,"TX019000003","1700 2nd St Apt 53","Eagle Pass","Maverick","TX",78852,28.719518,-100.491109,96
606841,"TX019000005","390 Marquez Dr","Eagle Pass","Maverick","TX",78852,28.714022,-100.504757,98
606856,"TX016000001","510 Cochran St","Del Rio","Val Verde","TX",78840,29.35668,-100.90556,78
607108,"AL005000005","1-A L.P. STOUGH APTS","Phenix City","Russell","AL",36869,32.4263,-85.0756,75
607109,"AL011000001","1310 Forest Ave NW Apt 57","Fort Payne","Dekalb","AL",35967,34.455106,-85.714701,89
607110,"AL052000001","1301A Logan St SW","Cullman","Cullman","AL",35055,34.169938,-86.854182,98
607111,"AL052000004","103 Rosemont Ave SW","Cullman","Cullman","AL",35055,34.17559,-86.85672,99
607112,"AL011000002","2004 Watkins Ave NE Apt 138","Fort Payne","Dekalb","AL",35967,34.456045,-85.700801,93
607114,"AL062000002","1206 S 8th Ave","Lanett","Chambers","AL",36863,32.857679,-85.199179,72
607115,"AL091001003","720 Cullman Rd","Arab","Marshall","AL",35016,34.314457,-86.506195,98
607116,"AL062000001","1118 N 13th St","Lanett","Chambers","AL",36863,32.876526,-85.200609,66
607117,"AL096000001","2 Brimer Cir","Heflin","Cleburne","AL",36264,33.634649,-85.59142,85
607121,"AL117000001","14 COCHRAN AVENUE","Chatom","Washington","AL",36518,31.461126,-88.255134,94
607125,"AL134000001","9818 Lee St W","Blountsville","Blount","AL",35031,34.081344,-86.594683,87
607130,"AR071000001","1530 E College St","Batesville","Independence","AR",72501,35.777166,-91.638208,99
607133,"AR075000001","60 Reid St","Leachville","Mississippi","AR",72438,35.932563,-90.251908,90
607134,"AR080000001","609 N Boston St","Manila","Mississippi","AR",72442,35.886454,-90.168241,90
607135,"AR071000002","250 Woodmont Cir","Batesville","Independence","AR",72501,35.763134,-91.611195,99
607138,"AR088000001","331 Faye Cv","Lake City","Craighead","AR",72437,35.814344,-90.436545,84
607140,"AR113000001","1 Park Cir","Heber Springs","Cleburne","AR",72543,35.492674,-92.024261,91
607144,"AR118000001","310 Stearns St Apt 1","Mc Crory","Woodruff","AR",72101,35.258989,-91.193925,84
607149,"CA001000971","15 Watchman Way","San Francisco","San Francisco","CA",94107,37.755555,-122.395387,52
607151,"CA001000967","1032 Connecticut St","San Francisco","San Francisco","CA",94107,37.749924,-122.396496,43
607152,"CA001000985","363 Noe St","San Francisco","San Francisco","CA",94114,37.763218,-122.432799,75
607161,"CA024000241","1614 E 11th St","Stockton","San Joaquin","CA",95206,37.928998,-121.261425,60
607164,"CA001000968","1900 Sunnydale Ave","San Francisco","San Francisco","CA",94134,37.713989,-122.422787,35
607167,"CT001000009","376 E Washington Ave","Bridgeport","Fairfield","CT","06608",41.185827,-73.186081,79
607168,"CT001001058","695 Park Ave","Bridgeport","Fairfield","CT","06604",41.171275,-73.196151,96
607169,"CT001000007","725 Palisade Ave","Bridgeport","Fairfield","CT","06610",41.201931,-73.165577,89
607170,"CT001000044","455 Trumbull Ave","Bridgeport","Fairfield","CT","06606",41.220467,-73.195489,62
607171,"CT001001061","627 Hallett St","Bridgeport","Fairfield","CT","06608",41.190141,-73.175776,49
607172,"CT004000005","210 Valley St","New Haven","New Haven","CT","06515",41.330374,-72.966119,65
607173,"CT004000001","2 Lodge St","New Haven","New Haven","CT","06515",41.344344,-72.963182,58
607174,"CA024000242","2525 Buthmann Ave","Tracy","San Joaquin","CA",95376,37.75541,-121.432065,71
607175,"CT001001062","36 Albion St","Bridgeport","Fairfield","CT","06605",41.164504,-73.216733,80
607181,"CT004000010","90 Park St","New Haven","New Haven","CT","06511",41.306554,-72.93552,78
607182,"CT004000021","23A Chamberlain St","New Haven","New Haven","CT","06512",41.29392,-72.894824,58
607184,"CT001000054","434 Maplewood Ave","Bridgeport","Fairfield","CT","06605",41.178489,-73.209058,45
607185,"CT004000075","33 Sylvan Ave","New Haven","New Haven","CT","06519",41.304922,-72.939107,90
607186,"CT004000017","2 John Williamson Dr","New Haven","New Haven","CT","06513",41.318804,-72.889933,93
607187,"CT004000023","859 Woodward Ave","New Haven","New Haven","CT","06512",41.291952,-72.893158,67
607189,"CT004000076","2 Catherine St","New Haven","New Haven","CT","06512",41.245215,-72.875672,95
607190,"CT004000081","7 Holby Ct","New Haven","New Haven","CT","06515",41.3296,-72.9742,97
607193,"CT011125002","55 Willow St","Meriden","New Haven","CT","06450",41.535458,-72.800392,54
607194,"CT004000013","49 Union Ave","New Haven","New Haven","CT","06519",41.298556,-72.926532,71
607198,"DC001001290","11 R St NE","Washington","District Of Columbia","DC",20002,38.91243,-77.008283,79
607199,"DC001001030","1344 Canal St SW","Washington","District Of Columbia","DC",20024,38.873848,-77.012793,66
607203,"DC001001371","2301 11th St NW","Washington","District Of Columbia","DC",20001,38.920775,-77.026833,38
607204,"DC001001370","2371 11th St NW Apt 21","Washington","District Of Columbia","DC",20001,38.921313,-77.026831,36
607205,"CT004000077","31 Austin St","New Haven","New Haven","CT","06515",41.329751,-72.956618,91
607206,"DC001001621","1170 M St NW","Washington","District Of Columbia","DC",20005,38.905494,-77.027785,78
607207,"DC001001620","1170 M St NW","Washington","District Of Columbia","DC",20005,38.905494,-77.027785,91
607208,"DC001002400","809 21st St NE","Washington","District Of Columbia","DC",20002,38.900426,-76.973992,55
607209,"DC001004240","1500 2nd St SW Apt 11","Washington","District Of Columbia","DC",20024,38.87202,-77.013474,61
607210,"DC001005250","400 M St SE","Washington","District Of Columbia","DC",20003,38.876702,-77.000319,94
607211,"DC001003361","2700 Jasper St SE","Washington","District Of Columbia","DC",20020,38.851534,-76.968664,68
607214,"DC001005370","3506 Georgia Ave NW","Washington","District Of Columbia","DC",20010,38.933272,-77.024057,92
607215,"DC001001080","230 W St NW","Washington","District Of Columbia","DC",20001,38.91939,-77.015994,61
607216,"DC001001650","461 H St NE","Washington","District Of Columbia","DC",20002,38.90004,-76.999922,46
607218,"DC001005470","901 Rhode Island Ave NW Unit 11","Washington","District Of Columbia","DC",20001,38.911817,-77.024086,63
607219,"DC001004361","1330 D St SE","Washington","District Of Columbia","DC",20003,38.884271,-76.98727,64
607221,"DC001003363","410 M St SE","Washington","District Of Columbia","DC",20003,38.876703,-76.999745,45
607223,"DC001005410","600 Barnes St NE","Washington","District Of Columbia","DC",20019,38.899872,-76.952556,92
607226,"DC001001680","1845 Harvard St NW","Washington","District Of Columbia","DC",20009,38.927865,-77.042748,38
607227,"DC001003104","900 Varney St SE","Washington","District Of Columbia","DC",20032,38.835224,-76.992089,72
607229,"DC001004430","1229 G St SE","Washington","District Of Columbia","DC",20003,38.881099,-76.989743,74
607230,"DC001005270","401 K St SE","Washington","District Of Columbia","DC",20003,38.878229,-77.000587,92
607231,"DC001003530","913 Wahler Pl SE","Washington","District Of Columbia","DC",20032,38.834011,-76.99205,52
607232,"DC001002220","645 46th St SE Apt 23","Washington","District Of Columbia","DC",20019,38.881761,-76.936693,52
607236,"DC001001700","1425 N St NW","Washington","District Of Columbia","DC",20005,38.907406,-77.033067,55
607246,"DC001004210","1200 Delaware Ave SW","Washington","District Of Columbia","DC",20024,38.876334,-77.013694,68
607250,"DC001002250","663 24th St NE Apt 52","Washington","District Of Columbia","DC",20002,38.898857,-76.97228,70
607252,"DC001005242","116 T St NE Apt 211","Washington","District Of Columbia","DC",20002,38.915733,-77.005311,82
607257,"FL001000046","9500 103rd St","Jacksonville","Duval","FL",32210,30.247572,-81.812432,97
607263,"FL018000002","1025 Everitt Ave","Panama City","Bay","FL",32401,30.167189,-85.621085,66
607267,"FL001000047","1700 Blanding Blvd","Jacksonville","Duval","FL",32210,30.288282,-81.724318,97
607271,"FL125000001","800 NW Georgia Ave","Lake City","Columbia","FL",32055,30.199351,-82.64375,98
607274,"FL052000001","200A Camellia Pl","Niceville","Okaloosa","FL",32578,30.529724,-86.496324,90
607298,"GA060000001","801A 4th Ave SE","Moultrie","Colquitt","GA",31768,31.175537,-83.779795,92
607302,"GA023000003","401 Flint Ave","Albany","Dougherty","GA",31701,31.58014,-84.155979,63
607305,"GA218000001","100 Glanton St","Grantville","Coweta","GA",30220,33.230041,-84.84622,98
607308,"GA060000002","612A 7th Ave NW","Moultrie","Colquitt","GA",31768,31.186904,-83.796194,95
607311,"IA026050854","306 E Monroe St Apt 1","Mount Ayr","Ringgold","IA",50854,40.714,-94.234985,98
607312,"IL022000009","511 N Church St","Rockford","Winnebago","IL",61103,42.275883,-89.092516,86
607317,"GA064000001","851 Ml King Jr Dr","Bainbridge","Decatur","GA",39817,30.908268,-84.566837,50
607321,"IA027000001","401 SE Q St","Leon","Decatur","IA",50144,40.7371,-93.744728,89
607324,"IL022000010","502 Seminary St","Rockford","Winnebago","IL",61104,42.262415,-89.090335,94
607325,"GA233000001","900 S River Rd","Franklin","Heard","GA",30217,33.263028,-85.09687,89
607327,"GA078000003","1022 Calhoun Ave","East Point","Fulton","GA",30344,33.670843,-84.424105,70
607333,"IL062000001","215 N Banker St","Effingham","Effingham","IL",62401,39.122446,-88.543946,84
607335,"IL022005152","505 Seminary St","Rockford","Winnebago","IL",61104,42.262412,-89.090721,72
607337,"GA216000001","17 Circle Dr","Ringgold","Catoosa","GA",30736,34.919966,-85.117473,75
607340,"IA034000001","402 W Willow St Apt 25","Clarinda","Page","IA",51632,40.731669,-95.041919,95
607343,"GA282000001","65 Allen Ave","Folkston","Charlton","GA",31537,30.826986,-81.999742,58
607353,"IA044000001","1805 N 8th St Apt 1A","Red Oak","Montgomery","IA",51566,41.020515,-95.223505,91
607358,"IL088000001","303 N 1st St","Fairfield","Wayne","IL",62837,38.381199,-88.360047,72
607359,"KS030000001","504 E 5th St","Blue Rapids","Marshall","KS",66411,39.682884,-96.650045,99
607361,"IN025000002","196 McCampbell St","Charlestown","Clark","IN",47111,38.439449,-85.66844,75
607366,"KS065000001","301 N McKinley St","Lindsborg","McPherson","KS",67456,38.576453,-97.669397,89
607367,"KS032000001","1501 E Lawrence St","Marion","Marion","KS",66861,38.349927,-97.004914,84
607368,"KS006000011","401 Longbranch Rd","Dodge City","Ford","KS",67801,37.734925,-100.024148,71
607371,"IL093000001","330 W 10th St","Mount Carmel","Wabash","IL",62863,38.415575,-87.769518,88
607376,"KS070000001","501H Crestwood St","Strong City","Chase","KS",66869,38.398278,-96.536477,89
607379,"KS131100000","202 E Washington St","Frontenac","Crawford","KS",66763,37.450156,-94.688207,90
607382,"KY058000001","227 Boone Ave","Beattyville","Lee","KY",41311,37.578994,-83.716403,77
607383,"KS058000001","400 N Missouri St","Ulysses","Grant","KS",67880,37.583768,-101.354077,91
607389,"KS142000001","102 Blackburn Dr","Stafford","Stafford","KS",67578,37.962172,-98.589648,98
607393,"KS060000001","500 E Walnut St","Waterville","Marshall","KS",66548,39.693762,-96.743097,90
607396,"KS095000001","2001 21st St","Belleville","Republic","KS",66935,39.820724,-97.624028,91
607398,"KS143000001","910 S Florida Ave","Columbus","Cherokee","KS",66725,37.159775,-94.846607,82
607399,"KS028000001","220 N 3rd St","Sterling","Rice","KS",67579,38.211836,-98.20043,92
607406,"LA001005711","700 N Galvez St","New Orleans","Orleans","LA",70119,29.966843,-90.077672,99
607407,"LA001099105","1806 Mardi Gras Blvd","New Orleans","Orleans","LA",70114,29.937643,-90.036997,90
607408,"LA001014716","Pleasure Street","New Orleans","Orleans","LA",70126,30.0205,-90.0224,90
607409,"KY023000001","941 Hicks St","Russellville","Logan","KY",42276,36.840023,-86.874348,90
607411,"LA003000008","5876 Quida Mae Dr","Baton Rouge","East Baton Rouge","LA",70812,30.503874,-91.130097,93
607415,"LA001072602","1717 Hero St","New Orleans","Orleans","LA",70114,29.932723,-90.040407,59
607417,"LA001015301","1301 Simon Bolivar Ave","New Orleans","Orleans","LA",70113,29.943796,-90.080812,29
607419,"KY170000001","150 Pennyrile Ct","Guthrie","Todd","KY",42234,36.648956,-87.177841,84
607420,"LA004000001","1481 3rd St Apt 1435","Lake Charles","Calcasieu","LA",70601,30.224058,-93.200333,65
607422,"LA001007501","3320 Erato St","New Orleans","Orleans","LA",70125,29.949719,-90.091134,70
607424,"LA003000001","9990 Avenue J","Baton Rouge","East Baton Rouge","LA",70807,30.535068,-91.198651,97
607425,"LA001016603","2004 L B Landry Ave","New Orleans","Orleans","LA",70114,29.93214,-90.041399,95
607427,"LA001077712","1840 Saint Thomas St","New Orleans","Orleans","LA",70130,29.927793,-90.069827,93
607430,"LA036000001","193 Mallard St","Morgan City","St. Mary","LA",70380,29.713065,-91.19782,69
607432,"LA004000002","1301 N Shattuck St Apt","Lake Charles","Calcasieu","LA",70601,30.253824,-93.197263,53
607433,"LA003000003","4546 North St","Baton Rouge","East Baton Rouge","LA",70806,30.453631,-91.143693,94
607434,"LA001008707","3651 Duplessis St","New Orleans","Orleans","LA",70122,29.994207,-90.076804,99
607438,"LA001082703","3000 Edith Weston Pl","New Orleans","Orleans","LA",70126,29.986868,-90.031679,95
607439,"LA001005705","711 N Tonti St","New Orleans","Orleans","LA",70119,29.968473,-90.079641,93
607440,"LA005000011","422 Connie Cir","Lafayette","Lafayette","LA",70506,30.228808,-92.048414,73
607442,"LA004000003","2835 Lena Ave Apt","Lake Charles","Calcasieu","LA",70601,30.203525,-93.229135,66
607443,"LA003000005","4915 Alvin Dark Ave","Baton Rouge","East Baton Rouge","LA",70820,30.390078,-91.181441,92
607444,"LA001062101","1810 Leboeuf Ct","New Orleans","Orleans","LA",70114,29.935864,-90.042373,72
607445,"LA001014713","3721 Agriculture St","New Orleans","Orleans","LA",70126,29.985873,-90.031618,91
607449,"LA001099103","4319 Chartres St","New Orleans","Orleans","LA",70117,29.959884,-90.033171,92
607454,"MA001000004","657 Merrimack St","Lowell","Middlesex","MA","01854",42.648259,-71.31856,93
607457,"MA022000006","89 Pearl St","Malden","Middlesex","MA","02148",42.424629,-71.076746,88
607459,"MA049000001","69 Branch St","Scituate","Plymouth","MA","02066",42.201873,-70.754318,93
607460,"LA001099104","4235 Tchoupitoulas St","New Orleans","Orleans","LA",70115,29.917467,-90.099129,92
607461,"MD006000020","310 Buena Vista Ave","Hagerstown","Washington","MD",21740,39.644817,-77.739599,96
607462,"LA080000001","339 Palmetto St","Golden Meadow","Lafourche","LA",70357,29.401973,-90.275177,49
607466,"MA015000002","87 Rockwell Ave","Medford","Middlesex","MA","02155",42.410402,-71.094337,93
607467,"MA034000001","20 Sperry Ave","North Adams","Berkshire","MA","01247",42.701532,-73.108312,91
607469,"MA055000003","5 Barton Sq","Salem","Essex","MA","01970",42.520628,-70.89595,75
607470,"MD006000030","802 Lanvale St","Hagerstown","Washington","MD",21740,39.645311,-77.735661,92
607474,"ME020000001","425 Broadway","South Portland","Cumberland","ME","04106",43.636829,-70.247567,91
607476,"MA015000003","35 Bradlee Rd Apt 311","Medford","Middlesex","MA","02155",42.420627,-71.110088,95
607478,"MA107000001","1 McCabe Ct","North Andover","Essex","MA","01845",42.703079,-71.137765,89
607479,"LA095000024","171A Joe Parquet Cir","La Place","St. John The Baptist","LA",70068,30.064572,-90.501915,71
607480,"MD006000002","12 S Walnut St","Hagerstown","Washington","MD",21740,39.643522,-77.72599,93
607481,"MD006000040","1203 W Washington St","Hagerstown","Washington","MD",21740,39.648035,-77.743016,96
607483,"ME027000001","430 Water St","Ellsworth","Hancock","ME","04605",44.533632,-68.418816,88
607485,"ME020000002","225 Broadway","South Portland","Cumberland","ME","04106",43.642018,-70.240788,78
607487,"LA095001367","343A Historic East St","Garyville","St. John The Baptist","LA",70051,30.056168,-90.616665,47
607489,"MD006000050","45 W Baltimore St","Hagerstown","Washington","MD",21740,39.639235,-77.723921,99
607490,"MA109000001","11 Brookview Cir Apt 11","Norwood","Norfolk","MA","02062",42.211892,-71.186732,90
607491,"MA039000001","103A Ipswich Dr","Winchendon","Worcester","MA","01475",42.690491,-72.04691,88
607494,"MI010000001","250 E Wall St","Benton Harbor","Berrien","MI",49022,42.115898,-86.451895,50
607497,"MA043000001","65 Phineas St","Dracut","Middlesex","MA","01826",42.670791,-71.332647,98
607498,"MA022000005","557 Pleasant St","Malden","Middlesex","MA","02148",42.425639,-71.086022,91
607499,"MA155000001","533 Main St","Hanson","Plymouth","MA","02341",42.041003,-70.861439,78
607500,"MD006000004","11 W Baltimore St","Hagerstown","Washington","MD",21740,39.639016,-77.722973,96
607506,"MI142000001","501 Rawson St","Dundee","Monroe","MI",48131,41.960615,-83.665341,97
607507,"ME022000001","24 Village Green Way","Southwest Harbor","Hancock","ME","04679",44.279699,-68.326808,75
607509,"MN070000001","122 W 4th St","Litchfield","Meeker","MN",55355,45.130034,-94.529904,90
607512,"MD006000010","181 Ross St","Hagerstown","Washington","MD",21740,39.645706,-77.737393,95
607514,"MI035000003","11 High St","Battle Creek","Calhoun","MI",49014,42.309783,-85.175245,53
607515,"MN028000010","407 1st St N","Sauk Centre","Stearns","MN",56378,45.741407,-94.949386,85
607517,"MI156000001","8745 Lewis Ave Apt D11","Temperance","Monroe","MI",48182,41.774961,-83.568896,96
607519,"MN056000001","507 5th St SE Apt 11","Glenwood","Pope","MN",56334,45.645929,-95.38137,96
607521,"MO001000013","5310 N Euclid Ave","Saint Louis","St. Louis City","MO",63115,38.686518,-90.239146,82
607522,"MN075000001","615 4th St NE","Staples","Todd","MN",56479,46.360327,-94.794957,95
607523,"MI050000001","36 Fournier Dr","Baldwin","Lake","MI",49304,43.901678,-85.855353,84
607526,"MO001000017","4490 W Pine Blvd","Saint Louis","St. Louis City","MO",63108,38.640811,-90.258084,96
607527,"MI157000001","37500 Schoenherr Rd","Sterling Heights","Macomb","MI",48312,42.570297,-82.988954,97
607528,"MI011000002","936A Greenwood Ave","Monroe","Monroe","MI",48162,41.930474,-83.376163,90
607529,"MN003000008","12 W Village View Dr","Duluth","St. Louis","MN",55806,46.794359,-92.111582,95
607530,"MO001000037","1450 N 10th St","Saint Louis","St. Louis City","MO",63106,38.641135,-90.190201,78
607536,"MI167000001","210 E Main St Apt 111","Potterville","Eaton","MI",48876,42.629204,-84.739697,97
607537,"MO001000038","3447 Lafayette Ave","Saint Louis","St. Louis City","MO",63104,38.616868,-90.236284,73
607538,"MI116101010","701 Chippewa St Apt 11","Elk Rapids","Antrim","MI",49629,44.893527,-85.42066,99
607540,"MN060000001","313 4th Ave SE","Sleepy Eye","Brown","MN",56085,44.296888,-94.718246,76
607541,"MO001000047","1314 Park Ave","Saint Louis","St. Louis City","MO",63104,38.615148,-90.206243,82
607543,"MO001000055","3117 Thomas St","Saint Louis","St. Louis City","MO",63106,38.643896,-90.223074,91
607544,"MN054000001","500 Home St","Fairmont","Martin","MN",56031,43.649199,-94.44431,91
607545,"MO001000002","1401 Peabody Ct","Saint Louis","St. Louis City","MO",63104,38.617063,-90.205405,71
607547,"MI168000001","3882 Dobie Rd Apt 111","Okemos","Ingham","MI",48864,42.694232,-84.410107,82
607548,"MO001000028","8450 Gast Pl","Saint Louis","St. Louis City","MO",63147,38.71687,-90.231883,72
607550,"MN004000001","3212 6th Ave E","Hibbing","St. Louis","MN",55746,47.412866,-92.935184,93
607551,"MN068000001","224 5th St NE Apt 13","Barnesville","Clay","MN",56514,46.654691,-96.414134,93
607552,"MO001000049","1011 S Tucker Blvd","Saint Louis","St. Louis City","MO",63104,38.617904,-90.202275,79
607553,"MO001000058","700 Dickson St","Saint Louis","St. Louis City","MO",63106,38.638719,-90.187643,54
607555,"MO001000063","5575 Dr Martin Luther King Dr","Saint Louis","St. Louis City","MO",63112,38.670081,-90.275324,60
607557,"MO001000034","1200 S 11th St","Saint Louis","St. Louis City","MO",63104,38.61515,-90.202197,87
607561,"MS001000002","201 Katie Ave","Hattiesburg","Forrest","MS",39401,31.315583,-89.296175,67
607562,"MO001000050","3435 Delmar Blvd","Saint Louis","St. Louis City","MO",63103,38.640118,-90.227636,84
607563,"MO001000064","4048 C D Banks Ave","Saint Louis","St. Louis City","MO",63113,38.647699,-90.239353,84
607564,"MO001000059","3217 School St","Saint Louis","St. Louis City","MO",63106,38.642356,-90.224356,82
607567,"MO001000046","2100 Mullanphy St","Saint Louis","St. Louis City","MO",63106,38.644618,-90.206721,63
607571,"MO019000001","424 Reed St","Bloomfield","Stoddard","MO",63825,36.889039,-89.934065,91
607573,"MO001000052","1320 Lasalle Ln","Saint Louis","St. Louis City","MO",63104,38.617917,-90.203891,84
607574,"MO001000060","1201 N 8th St","Saint Louis","St. Louis City","MO",63106,38.636331,-90.189874,64
607577,"NC009000021","400 Truth Ct","Fayetteville","Cumberland","NC",28301,35.043183,-78.872291,99
607580,"MO030000001","705 SW Burry St","Lees Summit","Jackson","MO",64081,38.905894,-94.387314,92
607581,"MO110000001","419 Fairground Ave","Higginsville","Lafayette","MO",64037,39.070433,-93.721769,82
607582,"MO001000062","728 Biddle St","Saint Louis","St. Louis City","MO",63101,38.635918,-90.188729,85
607583,"MO001000054","3217 MARTIN LUTHER KING DR","St Louis","St. Louis City","MO",63106,38.6504,-90.2115,77
607584,"MS060000010","100 Fred Walley Dr Apt 11B","Brookhaven","Lincoln","MS",39601,31.591404,-90.447527,91
607585,"MO071000001","111 W Springfield St Apt 1","Aurora","Lawrence","MO",65605,36.966347,-93.723518,70
607586,"NC009000024","560 Scarborough St","Fayetteville","Cumberland","NC",28301,35.044281,-78.868337,99
607587,"NC010000005","801 Manteo Cir Apt","Havelock","Craven","NC",28532,34.878045,-76.896774,91
607588,"MS105000001","93 Aldrich St","Natchez","Adams","MS",39120,31.558521,-91.390199,62
607590,"MO052000001","603A McGrath Ln","Salem","Dent","MO",65560,37.647286,-91.541474,91
607592,"MS060000020","115 E Chippewa St","Brookhaven","Lincoln","MS",39601,31.575945,-90.443614,81
607594,"NC012000034","590 Mock St","Winston Salem","Forsyth","NC",27127,36.080036,-80.237612,91
607596,"NC010000006","234 Johnson Ln Apt","Goldsboro","Wayne","NC",27530,35.352845,-77.984607,74
607599,"NC010000001","2112 Bay St","Morehead City","Carteret","NC",28557,34.725581,-76.730982,95
607600,"NC032000001","1101 N Bridge St Apt","Washington","Beaufort","NC",27889,35.556393,-77.052851,91
607601,"MO209000001","1 Cedar Bluff Ave","Cabool","Texas","MO",65689,37.115466,-92.086279,94
607602,"NC012000009","625 W 6th St","Winston Salem","Forsyth","NC",27101,36.100567,-80.250806,97
607603,"NC012000022","3744 Stoney Glen Dr","Winston Salem","Forsyth","NC",27107,36.043723,-80.218212,96
607604,"NC012000035","1423 Gillcrest Dr","Winston Salem","Forsyth","NC",27127,36.079597,-80.236186,95
607606,"MS060000030","501 Brookman Dr","Brookhaven","Lincoln","MS",39601,31.58604,-90.459514,85
607607,"NC010000008","9 Knollwood Ct","Angier","Harnett","NC",27501,35.516251,-78.742962,93
607613,"NC012000030","100 Azalea Terrace Ct","Winston Salem","Forsyth","NC",27105,36.112074,-80.246981,71
607614,"NC012000036","855 Willow St","Winston Salem","Forsyth","NC",27127,36.081487,-80.231712,96
607615,"NE040000001","827 W Columbia St Apt 111","Albion","Boone","NE",68620,41.687638,-98.006453,94
607618,"NE068000001","502 E Walnut St Apt 105","Harvard","Clay","NE",68944,40.618717,-98.092931,72
607621,"NC067000001","202 E Green St Apt","Robersonville","Martin","NC",27871,35.827162,-77.250877,93
